id,nivel,tema,tipo,pregunta,opcion_a,opcion_b,opcion_c,opcion_d,respuesta,explicacion,fuente
C1-VER-0112,C1,Verbs,test,Et demane que ho ___ ara.,fera,faça,fa,faria,B,Present de subjuntiu: faça.,Material original
C1-VER-0113,C1,Verbs,test,Vol que jo ___ amb ell.,va,anirà,vaja,anara,C,Present de subjuntiu: vaja.,Material original
C1-VER-0114,C1,Verbs,test,És possible que Maria ___ demà.,vinguera,vinga,ve,vindrà,B,Present de subjuntiu: vinga.,Material original
C1-VER-0115,C1,Verbs,test,Demà ___ la sol·licitud.,tinc que presentar,he de presentar,hi ha que presentar,dec de presentar,B,Obligació: haver de + infinitiu.,Material original
C1-VER-0116,C1,Verbs,test,___ si vols aprovar.,tens que estudiar,deus de estudiar,hi ha que estudies,cal que estudies,D,Cal que + subjuntiu expressa necessitat.,Material original
C1-VER-0117,C1,Verbs,test,"Per l’hora que era, ___ tard.",devia ser,havia de que ser,deuria de ser,tenia que ser,A,Probabilitat en passat: devia ser.,Material original
C1-VER-0125,C1,Verbs,hueco,No crec que això ___ correcte.,,,,,siga,Subjuntiu de ser.,Material original
C1-VER-0126,C1,Verbs,hueco,"Quan ell ho ___, avisarem.",,,,,faça,Present de subjuntiu de fer.,Material original
C1-VER-0127,C1,Verbs,hueco,"Si ___ diners, compraria el llibre.",,,,,tinguera,Imperfet de subjuntiu.,Material original
C1-VER-0128,C1,Verbs,hueco,"Si nosaltres ___ eixir abans, arribaríem a temps.",,,,,poguérem,"Imperfet de subjuntiu, 1a persona plural.",Material original
C1-VOC-0365,C1,Vocabulari temàtic,test,Com diries “cabecera” en valencià?,capçalera,comiat,bestreta,queixa,A,“cabecera” correspon a “capçalera”.,Material original
C1-VOC-0366,C1,Vocabulari temàtic,test,Com diries “borrador” en valencià?,endarrerir,comiat,recerca,esborrany,D,“borrador” correspon a “esborrany”.,Material original
C1-VOC-0367,C1,Vocabulari temàtic,test,Com diries “plazo” en valencià?,deute,termini,taxa,assolir,B,“plazo” correspon a “termini”.,Material original
C1-VOC-0368,C1,Vocabulari temàtic,test,Com diries “tasa” en valencià?,abonar,mancança,taxa,ajornar,C,“tasa” correspon a “taxa”.,Material original
C1-VOC-0369,C1,Vocabulari temàtic,test,Com diries “anticipo” en valencià?,sol·licitud,deute,bestreta,ajornar,C,“anticipo” correspon a “bestreta”.,Material original
C1-VOC-0370,C1,Vocabulari temàtic,test,Com diries “deuda” en valencià?,deute,recerca,capçalera,aclariment,A,“deuda” correspon a “deute”.,Material original
C1-VOC-0371,C1,Vocabulari temàtic,test,Com diries “despedida” en valencià?,termini,bestreta,comiat,esborrany,C,“despedida” correspon a “comiat”.,Material original
C1-VOC-0372,C1,Vocabulari temàtic,test,Com diries “investigación” en valencià?,queixa,aclariment,bestreta,recerca,D,“investigación” correspon a “recerca”.,Material original
C1-VOC-0373,C1,Vocabulari temàtic,test,Com diries “queja” en valencià?,ajornar,entrebanc,esborrany,queixa,D,“queja” correspon a “queixa”.,Material original
C1-VOC-0374,C1,Vocabulari temàtic,test,Com diries “solicitud” en valencià?,queixa,ajornar,sol·licitud,deute,C,“solicitud” correspon a “sol·licitud”.,Material original
C1-VOC-0375,C1,Vocabulari temàtic,test,Com diries “aclaración” en valencià?,aclariment,esborrany,entrebanc,taxa,A,“aclaración” correspon a “aclariment”.,Material original
C1-VOC-0376,C1,Vocabulari temàtic,test,Com diries “acontecimiento” en valencià?,mancança,assolir,esdeveniment,recerca,C,“acontecimiento” correspon a “esdeveniment”.,Material original
C1-VOC-0377,C1,Vocabulari temàtic,test,Com diries “obstáculo” en valencià?,ajornar,entrebanc,sol·licitud,bestreta,B,“obstáculo” correspon a “entrebanc”.,Material original
C1-VOC-0378,C1,Vocabulari temàtic,test,Com diries “carencia” en valencià?,escaure,mancança,recerca,termini,B,“carencia” correspon a “mancança”.,Material original
C1-VOC-0379,C1,Vocabulari temàtic,test,Com diries “alcanzar” en valencià?,escaure,taxa,assolir,mancança,C,“alcanzar” correspon a “assolir”.,Material original
C1-VOC-0380,C1,Vocabulari temàtic,test,Com diries “retrasar” en valencià?,ajornar,endarrerir,mancança,queixa,B,“retrasar” correspon a “endarrerir”.,Material original
C1-VOC-0381,C1,Vocabulari temàtic,test,Com diries “aplazar” en valencià?,aclariment,mancança,ajornar,comiat,C,“aplazar” correspon a “ajornar”.,Material original
C1-VOC-0382,C1,Vocabulari temàtic,test,Com diries “pagar” en valencià?,abonar,queixa,trametre,recerca,A,“pagar” correspon a “abonar”.,Material original
C1-VOC-0383,C1,Vocabulari temàtic,test,Com diries “enviar” en valencià?,queixa,bestreta,trametre,endarrerir,C,“enviar” correspon a “trametre”.,Material original
C1-VOC-0384,C1,Vocabulari temàtic,test,Com diries “proceder/ser adecuado” en valencià?,ajornar,comiat,escaure,recerca,C,“proceder/ser adecuado” correspon a “escaure”.,Material original
C2-ACC-0032,C2,Accentuació i dièresi,test,Tria la forma escrita correctament.,recòrrer,recorrer,recórrer,recórrèr,C,Recórrer porta accent en la primera o i doble r.,Material original
C2-ACC-0034,C2,Accentuació i dièresi,test,Tria la forma escrita correctament.,continuum,contínuum,contínuüm,contínuam,B,Contínuum porta accent i conserva la forma culta.,Material original
C2-ACC-0035,C2,Accentuació i dièresi,test,Tria la forma escrita correctament.,reíficar,rèificar,reificar,reïficar,D,Reïficar porta dièresi per marcar hiat.,Material original
C2-ACC-0043,C2,Accentuació i dièresi,test,"En un examen C2, l’accentuació serveix sobretot per a demostrar...",velocitat lectora,precisió lèxica i normativa,que saps traduir,només memòria,B,En nivells alts es valora la correcció sistemàtica.,Material original
C2-ACC-0424,C2,Accentuació i ortografia,hueco,Completa: Cal aportar una prova ___.,,,,,fefaent,"Fixa’t en accents, dièresi o grafies normatives.",Material original
C2-ACC-0425,C2,Accentuació i ortografia,test,Tria la forma normativa en registre formal.,cohexió,cohesió,coesió,cohessió,B,Cohesió conserva la h etimològica i porta s intervocàlica.,Material original
C2-ACC-0426,C2,Accentuació i ortografia,test,Quina opció presenta una grafia correcta?,idiosincràsia,idiosincràcia,idiosincracia,idiossincràsia,A,Idiosincràsia porta accent obert i s simple en la forma normativa.,Material original
C2-ACC-0427,C2,Accentuació i ortografia,hueco,Completa: L’informe fa una anàlisi ___ de les dades.,,,,,exhaustiva|exhaustiu,Exhaustiu/exhaustiva conserva la h i s’adequa al gènere del nom.,Material original
C2-COM-0306,C2,Comprensió escrita,test,"Text: La proposta de reforma és ambiciosa, però la seua viabilitat depén de factors que el document només apunta de manera tangencial: la disponibilitat pressupostària, la coordinació interadministrativa i la capacitat de seguiment. Sense aquests elements, el risc no és tant el fracàs immediat com una aplicació desigual i difícilment avaluable.

Quina valoració fa el text de la proposta?","És ambiciosa, però condicionada per factors clau",És només pressupostària,És senzilla i immediata,És inútil i s’ha de retirar,A,La primera oració ho estableix.,Material original
C2-COM-0307,C2,Comprensió escrita,test,"Text: La proposta de reforma és ambiciosa, però la seua viabilitat depén de factors que el document només apunta de manera tangencial: la disponibilitat pressupostària, la coordinació interadministrativa i la capacitat de seguiment. Sense aquests elements, el risc no és tant el fracàs immediat com una aplicació desigual i difícilment avaluable.

Què vol dir “de manera tangencial”?",De manera il·legal,De forma oral,De manera lateral o poc desenvolupada,De forma central i extensa,C,"Tangencial indica que es tracta de costat, no de forma central.",Material original
C2-COM-0308,C2,Comprensió escrita,test,"Text: La proposta de reforma és ambiciosa, però la seua viabilitat depén de factors que el document només apunta de manera tangencial: la disponibilitat pressupostària, la coordinació interadministrativa i la capacitat de seguiment. Sense aquests elements, el risc no és tant el fracàs immediat com una aplicació desigual i difícilment avaluable.

Quin risc destaca el text?",Una aplicació desigual i difícilment avaluable,La desaparició del pressupost,El fracàs immediat exclusivament,L’absència total de reformes,A,És la conclusió de l’última frase.,Material original
C2-COM-0309,C2,Comprensió escrita,test,"Text: L’autor no rebutja la innovació tecnològica; més aviat en qüestiona l’adopció acrítica. Sosté que qualsevol eina incorporada a l’aula hauria d’anar precedida d’una reflexió pedagògica, d’una formació suficient del professorat i d’un sistema d’avaluació que permeta comprovar-ne l’impacte real.

Quina posició manté l’autor?",Defensa una adopció crítica i planificada,Rebutja tota tecnologia,Vol substituir el professorat,No parla d’educació,A,"No rebutja la tecnologia, sinó l’adopció acrítica.",Material original
C2-COM-0310,C2,Comprensió escrita,test,"Text: L’autor no rebutja la innovació tecnològica; més aviat en qüestiona l’adopció acrítica. Sosté que qualsevol eina incorporada a l’aula hauria d’anar precedida d’una reflexió pedagògica, d’una formació suficient del professorat i d’un sistema d’avaluació que permeta comprovar-ne l’impacte real.

Què hauria de precedir la incorporació d’eines a l’aula?",Una sanció,Una campanya comercial,La retirada dels llibres,Una reflexió pedagògica,D,És un dels requisits indicats.,Material original
C2-COM-0311,C2,Comprensió escrita,test,"Text: L’autor no rebutja la innovació tecnològica; més aviat en qüestiona l’adopció acrítica. Sosté que qualsevol eina incorporada a l’aula hauria d’anar precedida d’una reflexió pedagògica, d’una formació suficient del professorat i d’un sistema d’avaluació que permeta comprovar-ne l’impacte real.

Quina funció té “més aviat”?",Indicar lloc,Expressar quantitat,Rectificar o precisar la idea anterior,Introduir una enumeració tancada,C,Més aviat matisa la primera afirmació.,Material original
C2-COR-0253,C2,Correcció d’errades,texto,"Corregeix: “En base a que no hi ha quòrum, s’ajorna la sessió”.",,,,,"Atés que no hi ha quòrum, s’ajorna la sessió.","Evita en base a que; usa atés que, segons, d’acord amb...",Material original
C2-COR-0254,C2,Correcció d’errades,texto,Corregeix: “La resolució ve a establir els criteris aplicables”.,,,,,La resolució estableix els criteris aplicables.,Evita perífrasis innecessàries en registre administratiu.,Material original
C2-COR-0255,C2,Correcció d’errades,texto,Corregeix: “S’ha de garantir de que totes les persones hi tinguen accés”.,,,,,S’ha de garantir que totes les persones hi tinguen accés.,No introdueixes complement directe amb de que.,Material original
C2-COR-0256,C2,Correcció d’errades,texto,Corregeix: “La norma que parle és recent”.,,,,,La norma de què parle és recent.,Parlar de: relatiu amb preposició de què.,Material original
C2-COR-0257,C2,Correcció d’errades,texto,Corregeix: “És una qüestió que cal aprofundir en ella”.,,,,,És una qüestió en què cal aprofundir.,Evita duplicació pronominal; en què.,Material original
C2-COR-0273,C2,Correcció d’errades,test,"Corregeix: “En base a que no hi ha quòrum, s’ajorna la sessió”.","Atés que no hi ha quòrum, s’ajorna la sessió.","En base a que no hi ha quòrum, s’ajorna la sessió",La frase és correcta tal com està.,No cal cap canvi.,A,"Evita en base a que; usa atés que, segons, d’acord amb...",Material original
C2-COR-0274,C2,Correcció d’errades,test,Corregeix: “La resolució ve a establir els criteris aplicables”.,La resolució estableix els criteris aplicables.,La resolució ve a establir els criteris aplicables,La frase és correcta tal com està.,No cal cap canvi.,A,Evita perífrasis innecessàries en registre administratiu.,Material original
C2-COR-0275,C2,Correcció d’errades,test,Corregeix: “S’ha de garantir de que totes les persones hi tinguen accés”.,S’ha de garantir que totes les persones hi tinguen accés.,S’ha de garantir de que totes les persones hi tinguen accés,La frase és correcta tal com està.,No cal cap canvi.,A,No introdueixes complement directe amb de que.,Material original
C2-COR-0276,C2,Correcció d’errades,test,Corregeix: “La norma que parle és recent”.,La norma de què parle és recent.,La norma que parle és recent,La frase és correcta tal com està.,No cal cap canvi.,A,Parlar de: relatiu amb preposició de què.,Material original
C2-COR-0277,C2,Correcció d’errades,test,Corregeix: “És una qüestió que cal aprofundir en ella”.,És una qüestió en què cal aprofundir.,És una qüestió que cal aprofundir en ella,La frase és correcta tal com està.,No cal cap canvi.,A,Evita duplicació pronominal; en què.,Material original
C2-EXP-0324,C2,Expressió escrita,redaccio,Redacta un assaig de 250-300 paraules sobre els límits de la intel·ligència artificial en l’educació.,,,,,Resposta oberta,"Cal matisar, jerarquitzar idees i evitar afirmacions absolutes.",Material original
C2-EXP-0325,C2,Expressió escrita,redaccio,Elabora una valoració crítica d’una política pública lingüística.,,,,,Resposta oberta,"Inclou criteris d’eficàcia, equitat i avaluació.",Material original
C2-EXP-0326,C2,Expressió escrita,redaccio,Reescriu un text col·loquial com a informe administratiu formal.,,,,,Resposta oberta,"Treballa nominalitzacions, impersonalitat i precisió terminològica.",Material original
C2-EXP-0327,C2,Expressió escrita,redaccio,Redacta una proposta argumentada per millorar la comunicació institucional.,,,,,Resposta oberta,"Defineix objectius, destinataris, mesures i indicadors.",Material original
C2-EXP-0335,C2,Expressió oral,oral,Argumenta sobre si la tecnologia millora sempre la qualitat dels serveis públics.,,,,,Resposta oberta,"Matisos, contraarguments i registre formal.",Material original
C2-EXP-0336,C2,Expressió oral,oral,Analitza els reptes de la comunicació institucional en una societat multilingüe.,,,,,Resposta oberta,Estructura clara i lèxic abstracte precís.,Material original
C2-EXP-0337,C2,Expressió oral,oral,Defensa una posició matisada sobre l’ús de llenguatge planer en textos administratius.,,,,,Resposta oberta,"Inclou tesi, límits, exemples i contraarguments.",Material original
C2-EXP-0338,C2,Expressió oral,oral,Compara els avantatges i riscos de digitalitzar tots els tràmits públics.,,,,,Resposta oberta,"Valora accessibilitat, eficiència, bretxa digital i garanties.",Material original
C2-FRA-0207,C2,Fraseologia,test,Tria la locució adequada.,sense detall,a desgana,fil per randa,de passada,C,Vol dir amb tots els detalls.,Material original
C2-FRA-0208,C2,Fraseologia,test,Tria la locució adequada.,a la vora,a l’atzar,després,a la bestreta,D,A la bestreta vol dir per endavant.,Material original
C2-FRA-0209,C2,Fraseologia,test,Tria la locució adequada.,amb entusiasme,a corre-cuita,a contracor,a deshora,C,A contracor vol dir sense ganes.,Material original
C2-FRA-0210,C2,Fraseologia,test,Tria la locució adequada per a “sense cap mena de dubte”.,de biaix,sens dubte,si fa no fa,tant se val,B,Sens dubte expressa certesa plena en registre formal.,Material original
C2-FRA-0211,C2,Fraseologia,test,Quina expressió equival a “a grandes rasgos”?,a grans trets,a trenc d’alba,fil per randa,de gom a gom,A,A grans trets vol dir de manera general o esquemàtica.,Material original
C2-LEX-0188,C2,Lèxic,test,Tria l’equivalent més adequat.,adecuado,escàs,escaient,escalent,C,Escaient vol dir adequat o oportú.,Material original
C2-LEX-0189,C2,Lèxic,test,Tria l’equivalent més adequat.,fefaent,feinaent,fehaciente,feacient,A,"Fefaent significa que fa fe, fiable.",Material original
C2-LEX-0190,C2,Lèxic,test,Tria l’equivalent més adequat.,disminuir,minvar,minimitzar sempre,minoritzar sempre,B,Minvar és disminuir.,Material original
C2-LEX-0191,C2,Lèxic,test,Tria l’equivalent més adequat.,biaixable sempre,esbiaixat,bessó,sesgado,B,Sesgado és esbiaixat.,Material original
C2-LEX-0192,C2,Lèxic,test,Tria l’equivalent més adequat.,abast,abasto,alcance,avanç,A,Alcance és abast.,Material original
C2-LEX-0193,C2,Lèxic,test,Tria l’equivalent més adequat.,aspecte físic,caire,cariz,cara sempre,B,"Caire vol dir aspecte, orientació.",Material original
C2-LEX-0194,C2,Lèxic,test,Tria l’equivalent més adequat.,reexit sense accent,reeixit,exitoso,eixit sempre,B,Reeixit significa que ha tingut èxit.,Material original
C2-LEX-0195,C2,Lèxic,test,Tria l’equivalent més adequat.,brecha,bretxa sempre,escletxa,esquerda sempre,C,Escletxa és una obertura o diferència.,Material original
C2-LEX-0196,C2,Lèxic,test,Tria l’equivalent més adequat.,esguard,guardar,guardó,mirada,A,Esguard és mirada.,Material original
C2-LEX-0197,C2,Lèxic,test,Tria l’equivalent més adequat.,rendir cuentas,retre compte,donar conte,rendir compte,B,Retre compte és locució formal.,Material original
C2-ORT-0078,C2,Ortografia,test,Quina opció està escrita correctament?,transcendensia,trascendència,transcendència,transcendéncia,C,Transcendència porta sc i accent obert.,Material original
C2-ORT-0079,C2,Ortografia,test,Quina opció està escrita correctament?,exaustiu,exhaustiu,exhastiu,exhaustíu,B,Exhaustiu conserva la h culta.,Material original
C2-ORT-0080,C2,Ortografia,test,Quina opció està escrita correctament?,sobhasta,subhasta,subasta,subhàsta,B,Subhasta conserva la h.,Material original
C2-ORT-0081,C2,Ortografia,test,Quina opció està escrita correctament?,suggerir,sugerir,suggérir,suggerír,A,Suggerir porta gg.,Material original
C2-ORT-0082,C2,Ortografia,test,Quina opció està escrita correctament?,gerarquia,jerarquia,jerarquía,jerarquïa,B,Jerarquia s’escriu amb j inicial.,Material original
C2-ORT-0083,C2,Ortografia,test,Quina opció està escrita correctament?,objectíu,objetiu,obgectiu,objectiu,D,Objectiu conserva ct.,Material original
C2-ORT-0084,C2,Ortografia,test,Quina opció està escrita correctament?,sugecte,subjecte,subjete,subgecte,B,Subjecte conserva ct/jecte.,Material original
C2-ORT-0414,C2,Ortografia,test,Quina opció està escrita correctament?,justaposar,juxtaposar,juxstaposar,juxtapoçar,B,Juxtaposar conserva x.,Material original
C2-PRE-0236,C2,Preposicions,test,No estic d’acord ___ aquesta interpretació.,amb,en,a,per,A,La construcció és estar d’acord amb.,Material original
C2-PRE-0237,C2,Preposicions,test,Tinc dubtes ___ la validesa del document.,de,en,amb,a,A,Dubtes de/sobre; ací de és l’opció correcta.,Material original
C2-PRE-0238,C2,Preposicions,test,"___ la normativa vigent, cal publicar la resolució.",D’acord amb,D’acord a,En base a,Conforme a que,A,D’acord amb és la construcció normativa en registre formal.,Material original
C2-PRE-0239,C2,Preposicions,test,El debat gira ___ la conveniència de reformar el protocol.,entorn de,en torn a,sobre de,a propòsit a,A,Entorn de introdueix el tema al voltant del qual gira el debat.,Material original
C2-PRE-0240,C2,Preposicions,test,"___ la seua aplicació pràctica, el decret encara planteja dubtes.",Pel que fa a,En quant a,A nivell de,Referent que,A,Pel que fa a és adequat; evita calcs com en quant a o a nivell de.,Material original
C2-PRO-0148,C2,Pronoms febles,test,Tria la substitució pronominal correcta.,Li donaré una còpia d’això.,La hi donaré una còpia.,Li’n donaré una còpia.,N’hi donaré una còpia.,C,A ell/ella + de la cosa: li’n.,Material original
C2-PRO-0149,C2,Pronoms febles,test,Tria la substitució pronominal correcta.,S’ha adonat d’això.,Li n’ha adonat.,Se n’ha adonat.,Ho s’ha adonat.,C,Adonar-se de: en; se n’ha.,Material original
C2-PRO-0150,C2,Pronoms febles,test,Tria la substitució pronominal correcta.,Els explicaré això.,Els ho explicaré.,Ho els explicaré.,Els n’explicaré això.,B,A ells + això: els ho.,Material original
C2-PRO-0151,C2,Pronoms febles,test,Tria la substitució pronominal correcta.,Posa-hi-lo.,Posa-l’hi.,Li posa ho.,Posa això ací.,B,Combinació de complement directe + lloc: l’hi.,Material original
C2-PUN-0293,C2,Puntuació,test,Tria la puntuació correcta.,La proposta és viable ara bé exigeix més recursos.,"La proposta és viable, ara bé exigeix més recursos.","La proposta és viable: ara, bé exigeix més recursos.","La proposta és viable; ara bé, exigeix més recursos.",D,Ara bé és connector adversatiu i es puntua.,Material original
C2-PUN-0294,C2,Puntuació,test,Tria la puntuació més adequada.,"El dictamen, que no és vinculant, orienta la decisió final.","El dictamen que, no és vinculant, orienta la decisió final.","El dictamen que no és vinculant orienta, la decisió final.","El dictamen, que no és vinculant orienta la decisió final.",A,L’oració explicativa s’aïlla entre comes.,Material original
C2-PUN-0295,C2,Puntuació,test,Quina opció puntua millor el connector?,"La mesura és pertinent; tanmateix, caldrà avaluar-ne l’impacte.",La mesura és pertinent tanmateix caldrà avaluar-ne l’impacte.,"La mesura és pertinent, tanmateix caldrà avaluar-ne l’impacte.","La mesura és pertinent: tanmateix caldrà, avaluar-ne l’impacte.",A,Tanmateix demana pausa forta o punt i coma i coma posterior.,Material original
C2-PUN-0296,C2,Puntuació,test,Tria l’opció amb dos punts justificats.,"L’informe analitza tres factors: pressupost, coordinació i seguiment.","L’informe analitza: tres factors pressupost, coordinació i seguiment.","L’informe: analitza tres factors, pressupost, coordinació i seguiment.",L’informe analitza tres factors pressupost: coordinació i seguiment.,A,Els dos punts introdueixen una enumeració anunciada.,Material original
C2-REG-0284,C2,Registre i adequació,test,Tria l’opció més adequada per a un registre formal.,"La mesura presenta avantatges, si bé convé matisar-ne l’abast.",És bona i roïna alhora.,La cosa està bé però té pegues.,"Està guai, encara que no tant.",A,Registre acadèmic formal i matisat.,Material original
C2-REG-0285,C2,Registre i adequació,test,Tria l’opció més adequada per a un registre formal.,Fem-ho i ja vorem.,"No ho tinc clar, la veritat.",Caldria ponderar els efectes abans d’implantar-la.,Ho hauríem de mirar bé abans de fer-ho.,C,L’opció formal és precisa i impersonal.,Material original
C2-REG-0286,C2,Registre i adequació,test,Tria l’opció més adequada per a un registre formal.,"No està mal, però fluixeja.",Açò no cola.,"Té sentit, però li falten proves.","L’argumentació és coherent, però no acredita prou les dades.",D,Registre C2: precisió i objectivitat.,Material original
C2-SIN-0226,C2,Sintaxi i connectors,test,"El text és dens; ___, resulta molt precís.",per a que,malament que,nogensmenys,mes no,C,Nogensmenys és un connector concessiu de registre elevat.,Material original
C2-SIN-0227,C2,Sintaxi i connectors,test,Cal planificar el calendari ___ la convocatòria.,amb vista a,a vista per,per vista que,en vistes de que,A,Amb vista a expressa finalitat o previsió.,Material original
C2-SIN-0228,C2,Sintaxi i connectors,test,"___ les queixes, s’ha revisat el protocol.",arran de,arrel a,a raó de,en arrel de,A,Arran de indica origen o causa immediata.,Material original
C2-SIN-0229,C2,Sintaxi i connectors,test,Podràs inscriure-t’hi ___ complisques els requisits.,sempre que,a condició de que,mentre que de,sempre i quan,A,Sempre que introdueix condició.,Material original
C2-TRA-0343,C2,Transformació de frases,texto,"Reformula en registre formal: Les dades són insuficients, per això no podem concloure res del tot.",,,,,"Atés que les dades són insuficients, no és possible extraure conclusions definitives.",Atés que + conseqüència formal.,Material original
C2-TRA-0344,C2,Transformació de frases,texto,"Reformula amb concessió formal: La mesura és pertinent, però s’hauria d’avaluar l’impacte.",,,,,"Tot i que la mesura és pertinent, caldria avaluar-ne l’impacte.",Tot i que introdueix concessió.,Material original
C2-TRA-0345,C2,Transformació de frases,texto,"Reformula evitant el calc: En base als resultats, es prendran mesures.",,,,,"D’acord amb els resultats, es prendran mesures.|A partir dels resultats, es prendran mesures.","Evita en base a; usa d’acord amb, a partir de o segons el context.",Material original
C2-TRA-0346,C2,Transformació de frases,texto,Reformula amb impersonalitat: Hem decidit ampliar el termini perquè la gent puga presentar al·legacions.,,,,,S’ha decidit ampliar el termini perquè les persones interessades puguen presentar al·legacions.,El registre administratiu afavoreix la impersonalitat i la precisió.,Material original
C2-TRA-0347,C2,Transformació de frases,texto,Reformula amb nominalització: El servei no funciona bé i això preocupa els usuaris.,,,,,El funcionament deficient del servei genera preocupació entre les persones usuàries.,La nominalització aporta densitat informativa pròpia del registre formal.,Material original
C2-VER-0118,C2,Verbs,test,"Si ho ___, no hauria actuat així.",havia sabut,sabrera,haguera sabut,hauria sabut,C,Plusquamperfet de subjuntiu en condicional composta.,Material original
C2-VER-0119,C2,Verbs,test,"Si m’hagueres avisat, jo ___.",vindria,hauria vingut,venia,haguera vingut,B,Condicional compost: hauria vingut.,Material original
C2-VER-0120,C2,Verbs,test,No consta que el problema ___ definitivament.,s’haja resolt,es resolguera,se resoldrà,s’ha resolt,A,Present perfet de subjuntiu.,Material original
C2-VER-0121,C2,Verbs,test,"En un registre formal, ___ el document abans d’enviar-lo.",caldrà que revisar,tindríem que revisar,hi hauria que revisar,caldria revisar,D,Caldria + infinitiu és formal i correcte.,Material original
C2-VER-0129,C2,Verbs,hueco,"Si ells ho ___, haurien evitat el problema.",,,,,hagueren previst,Plusquamperfet de subjuntiu.,Material original
C2-VOC-0385,C2,Vocabulari temàtic,test,Com diries “umbral” en valencià?,esmenar,ultrapassar,esmerçar,llindar,D,“umbral” correspon a “llindar”.,Material original
C2-VOC-0386,C2,Vocabulari temàtic,test,Com diries “agravio” en valencià?,ultrapassar,greuge,escrutini,besllum,B,“agravio” correspon a “greuge”.,Material original
C2-VOC-0387,C2,Vocabulari temàtic,test,Com diries “talante” en valencià?,tarannà,reeixir,gairebé,escrutini,A,“talante” correspon a “tarannà”.,Material original
C2-VOC-0388,C2,Vocabulari temàtic,test,Com diries “examen minucioso” en valencià?,escrutini,esmerçar,cabdal,fretura,A,“examen minucioso” correspon a “escrutini”.,Material original
C2-VOC-0389,C2,Vocabulari temàtic,test,Com diries “poner de manifiesto” en valencià?,fretura,palesar,reeixir,defugir,B,“poner de manifiesto” correspon a “palesar”.,Material original
C2-VOC-0390,C2,Vocabulari temàtic,test,Com diries “tener éxito” en valencià?,esmerçar,reeixir,fretura,tarannà,B,“tener éxito” correspon a “reeixir”.,Material original
C2-VOC-0391,C2,Vocabulari temàtic,test,Com diries “atisbo” en valencià?,besllum,gairebé,ultrapassar,reeixir,A,“atisbo” correspon a “besllum”.,Material original
C2-VOC-0392,C2,Vocabulari temàtic,test,Com diries “capital/importante” en valencià?,esmenar,ultrapassar,cabdal,tarannà,C,“capital/importante” correspon a “cabdal”.,Material original
C2-VOC-0393,C2,Vocabulari temàtic,test,Com diries “necesidad o carencia” en valencià?,fretura,escrutini,palesar,tarannà,A,“necesidad o carencia” correspon a “fretura”.,Material original
C2-VOC-0394,C2,Vocabulari temàtic,test,Com diries “casi” en valencià?,gairebé,llindar,greuge,escrutini,A,“casi” correspon a “gairebé”.,Material original
C2-VOC-0395,C2,Vocabulari temàtic,test,Com diries “invertir esfuerzo o recursos” en valencià?,esmerçar,greuge,defugir,palesar,A,“invertir esfuerzo o recursos” correspon a “esmerçar”.,Material original
C2-VOC-0396,C2,Vocabulari temàtic,test,Com diries “consolidar” en valencià?,cabdal,afermar,esmenar,palesar,B,“consolidar” correspon a “afermar”.,Material original
C2-VOC-0397,C2,Vocabulari temàtic,test,Com diries “evitar” en valencià?,fretura,defugir,gairebé,greuge,B,“evitar” correspon a “defugir”.,Material original
C2-VOC-0398,C2,Vocabulari temàtic,test,Com diries “sobrepasar” en valencià?,cabdal,ultrapassar,tarannà,greuge,B,“sobrepasar” correspon a “ultrapassar”.,Material original
C2-VOC-0399,C2,Vocabulari temàtic,test,Com diries “corregir” en valencià?,esmenar,tarannà,fretura,cabdal,A,“corregir” correspon a “esmenar”.,Material original
